case_id,state,district,court_type,case_type,sub_type,filing_date,first_hearing_date,last_hearing_date,judgment_date,duration_days,adjournment_count,hearing_count,avg_hearing_gap_days,stage_count,case_complexity,evidence_quality,lawyer_experience_years,lawyer_win_rate,judge_experience_years,court_backlog,number_of_parties,delay_tactics_used,opponent_aggressiveness,evidence_delay_days,procedural_abuse_score,outcome,resolution_type,data_quality_flag,out_of_distribution_flag
LC010068,Dadra and Nagar Haveli and Daman and Diu,Diu,Family Court,civil,Easement,2012-12-29,2013-01-17,2014-05-26,2014-07-23,571,5,13,43,8,0.413,0.177,10,0.866,22,4268,3,false,0.477,5,0.094,Plaintiff Won,Default Judgment,clean,false
LC010069,Andhra Pradesh,West Godavari,Magistrate Court,criminal,Fraud,2010-02-25,2010-04-14,2011-09-24,2011-10-30,612,11,15,40,5,0.754,0.54,14,0.362,15,3535,4,false,0.694,8,0.346,Defendant Won,Summary Judgment,clean,false
LC010070,Delhi,North Delhi,Sessions Court,criminal,Cybercrime,2013-02-26,2013-03-18,2013-09-02,2013-09-30,216,3,6,36,5,0.489,0.643,5,0.608,15,1938,6,false,0.102,4,0.357,Dismissed,Summary Judgment,clean,false
LC010071,Andhra Pradesh,Kurnool,High Court,criminal,Fraud,2017-03-12,2017-05-03,2018-10-09,2018-10-24,591,6,8,73,4,0.437,0.297,20,0.572,11,3856,2,false,0.251,0,0.194,Partially Allowed,Summary Judgment,clean,false
LC010072,Kerala,Kollam,District Court,criminal,Assault,2017-02-05,2017-02-27,2018-03-12,2018-05-10,459,10,14,32,6,0.813,0.393,14,0.592,11,2875,4,true,0.801,35,0.446,Settled,Lok Adalat,clean,false
LC010073,Maharashtra,Pune,Civil Court,civil,Partition,2014-06-13,2014-08-22,2015-05-27,2015-06-20,372,11,16,23,6,0.305,0.249,15,0.71,15,1778,2,false,0.773,48,0.38,Settled,Lok Adalat,noisy,false
LC010074,Andhra Pradesh,Krishna,Sessions Court,criminal,Fraud,2018-12-18,2019-03-16,2019-08-13,2019-08-17,242,12,19,15,7,0.478,0.073,1,0.56,20,2977,2,false,0.842,15,0.445,Settled,Lok Adalat,clean,false
LC010075,Karnataka,Kalaburagi,High Court,criminal,Murder,2010-03-29,2010-06-08,2011-07-05,2011-08-27,516,9,17,30,6,0.434,0.6,6,0.507,8,1929,4,true,0.556,2,0.205,Dismissed,Trial,clean,false
LC010076,Rajasthan,Jaipur,Civil Court,civil,Consumer Complaint,2018-06-03,2018-07-13,2019-07-15,2019-07-29,421,3,4,105,4,0.62,0.181,14,0.62,20,2136,2,false,0.3,7,0.254,Plaintiff Won,Dismissed on Merit,clean,false
LC010077,Jharkhand,Bokaro,High Court,civil,Injunction,2016-10-26,2016-12-14,2018-01-16,2018-03-12,502,7,14,35,6,0.282,0.152,21,0.432,14,1562,2,false,0.406,4,0.111,Defendant Won,Default Judgment,clean,false
LC010078,Delhi,North East Delhi,Family Court,criminal,Murder,2021-12-27,2022-01-31,2022-07-02,2022-08-04,220,1,7,31,2,0.307,0.12,12,0.319,17,1749,3,true,0.224,39,0.275,Withdrawn,Settlement,clean,false
LC010079,Rajasthan,Jaipur,Consumer Forum,civil,Succession,2019-07-07,2019-09-28,2021-02-05,2021-03-29,631,8,14,45,3,0.799,0.449,18,0.361,15,2692,2,false,0.422,20,0.304,Appeal Pending,Dismissed on Merit,noisy,false
LC010080,Maharashtra,Thane,High Court,criminal,Drug Trafficking,2012-12-03,2013-01-18,2014-04-01,2014-04-02,485,7,14,34,3,0.824,0.307,9,0.668,20,3144,6,true,0.273,23,0.273,Settled,Lok Adalat,clean,false
LC010081,Maharashtra,Solapur,High Court,civil,Succession,2014-06-21,2014-08-23,2015-08-13,2015-08-26,431,5,7,61,7,0.332,0.303,3,0.518,19,1643,3,false,0.332,43,0.208,Defendant Won,Dismissed on Merit,clean,true
LC010082,Chandigarh,Chandigarh,Civil Court,civil,Partition,2015-07-24,2015-08-24,2016-07-01,2016-07-17,359,5,9,39,2,0.907,0.289,4,0.675,7,2296,2,true,0.539,40,0.422,Appeal Pending,Default Judgment,clean,false
LC010083,Maharashtra,Solapur,Family Court,civil,Mortgage,2014-01-07,2014-02-27,2015-10-30,2015-11-16,678,6,11,61,8,0.114,0.515,7,0.367,14,4314,4,false,0.494,0,0.37,Partially Allowed,Default Judgment,clean,false
LC010084,Punjab,Patiala,District Court,criminal,Dowry Harassment,2014-10-28,2014-12-14,2015-12-11,2015-12-12,410,4,5,82,8,0.352,0.144,11,0.695,10,1377,2,false,0.48,17,0.342,Plaintiff Won,Summary Judgment,clean,false
LC010085,Odisha,Sundargarh,High Court,criminal,Assault,2010-07-06,2010-09-03,2012-01-20,2012-02-10,584,7,12,48,5,0.847,0.196,8,0.45,17,1752,2,true,0.316,6,0.187,Plaintiff Won,Trial,clean,false
LC010086,Uttarakhand,Haridwar,Consumer Forum,civil,Injunction,2018-12-28,2019-01-19,2020-03-28,2020-04-07,466,9,13,35,4,0.722,0.5,21,0.559,13,2643,3,true,0.29,8,0.251,Withdrawn,Settlement,clean,false
LC010087,Ladakh,Kargil,High Court,civil,Contract Breach,2013-10-30,2013-11-23,2014-08-23,2014-10-01,336,4,7,48,7,0.183,0.463,14,0.643,17,1478,2,true,0.25,4,0.161,Withdrawn,Settlement,clean,false
LC010088,Maharashtra,Nashik,District Court,civil,Mortgage,2011-08-05,2011-09-15,2013-11-22,2013-12-24,872,8,10,87,6,0.64,0.532,12,0.752,20,4245,2,true,0.679,0,0.276,Partially Allowed,Summary Judgment,clean,false
LC010089,Uttar Pradesh,Aligarh,Civil Court,criminal,Cheating,2015-09-06,2015-10-12,2016-03-06,2016-04-16,223,7,14,15,4,0.173,0.187,7,0.709,18,1963,3,false,0.405,98,0.285,Settled,Mediation,clean,false
LC010090,Uttar Pradesh,Varanasi,Consumer Forum,criminal,Robbery,2021-05-10,2021-07-08,2021-09-26,2021-11-13,187,4,5,37,5,0.344,0.268,15,0.452,13,1054,3,false,0.181,30,0.23,Settled,Lok Adalat,clean,false
LC010091,Tamil Nadu,Tiruppur,Sessions Court,criminal,Dowry Harassment,2016-09-03,2016-11-23,2017-08-20,2017-09-22,384,1,6,64,2,0.385,0.458,17,0.599,11,2088,2,true,0.192,1,0.299,Appeal Pending,Summary Judgment,clean,false
LC010092,West Bengal,Hooghly,District Court,civil,Defamation,2015-04-03,2015-06-11,2016-05-04,2016-06-30,454,5,12,37,5,0.564,0.551,14,0.586,17,2913,3,false,0.299,7,0.242,Partially Allowed,Dismissed on Merit,clean,false
LC010093,Bihar,Darbhanga,Civil Court,civil,Mortgage,2016-06-07,2016-08-14,2017-10-09,2017-11-07,518,9,10,51,7,0.234,0.5,2,0.249,12,3162,2,true,0.638,11,0.377,Defendant Won,Dismissed on Merit,noisy,false
LC010094,Andhra Pradesh,East Godavari,Family Court,civil,Property Dispute,2022-08-28,2022-09-19,2024-01-03,2024-02-23,544,7,9,60,2,0.323,0.108,15,0.443,7,2129,3,true,0.255,1,0.346,Plaintiff Won,Default Judgment,clean,false
LC010095,West Bengal,Murshidabad,Magistrate Court,criminal,Cheating,2018-04-29,2018-07-02,2020-04-24,2020-05-27,759,6,12,63,4,0.562,0.157,12,0.426,27,3549,2,true,0.433,50,0.569,Plaintiff Won,Dismissed on Merit,clean,false
LC010096,Uttarakhand,Haridwar,Magistrate Court,criminal,Cybercrime,2015-05-30,2015-08-01,2016-08-22,2016-08-26,454,8,10,45,5,0.533,0.135,8,0.787,2,2763,4,false,0.59,3,0.41,Plaintiff Won,Trial,clean,false
LC010097,Tamil Nadu,Chennai,District Court,civil,Matrimonial,2010-03-24,2010-05-13,2010-11-05,2010-11-23,244,5,10,24,6,0.636,0.348,5,0.515,9,2774,2,true,0.4,15,0.391,Withdrawn,Settlement,clean,false
LC010098,West Bengal,Murshidabad,Labour Court,civil,Property Dispute,2010-05-28,2010-07-07,2010-12-20,2010-12-28,214,6,12,17,6,0.274,0.271,10,0.69,7,2326,2,true,0.193,75,0.482,Withdrawn,Settlement,clean,false
LC010099,Chhattisgarh,Korba,High Court,criminal,Kidnapping,2020-05-20,2020-06-12,2021-02-27,2021-03-23,307,11,17,18,5,0.076,0.641,16,0.392,5,2745,2,true,0.655,2,0.396,Settled,Lok Adalat,clean,false
LC010100,West Bengal,Malda,District Court,criminal,Theft,2020-04-09,2020-06-08,2020-11-13,2021-01-11,277,8,10,27,4,0.556,0.091,8,0.547,16,1258,2,false,0.452,13,0.194,Defendant Won,Default Judgment,clean,false
LC010101,Rajasthan,Sikar,Civil Court,criminal,Fraud,2010-06-22,2010-08-18,2011-06-06,2011-07-10,383,5,11,34,6,0.075,0.344,15,0.558,15,1956,2,true,0.498,8,0.287,Defendant Won,Dismissed on Merit,noisy,false
LC010102,Sikkim,South Sikkim,Family Court,civil,Partition,2021-11-13,2022-01-28,2022-10-06,2022-10-10,331,7,10,33,7,0.812,0.576,10,0.6,22,1487,3,false,0.48,9,0.193,Settled,Mediation,clean,false
LC010103,Uttar Pradesh,Meerut,Civil Court,criminal,Kidnapping,2020-12-29,2021-02-25,2021-07-08,2021-07-20,203,6,13,15,6,0.406,0.456,8,0.722,13,2424,2,false,0.521,8,0.395,Settled,Lok Adalat,clean,false
LC010104,Chhattisgarh,Durg,Magistrate Court,criminal,Fraud,2020-07-23,2020-09-11,2021-04-13,2021-05-21,302,7,12,25,8,0.786,0.569,4,0.441,17,2654,5,true,0.671,11,0.586,Settled,Lok Adalat,clean,false
LC010105,Punjab,Gurdaspur,Family Court,criminal,Fraud,2014-09-22,2014-10-28,2016-12-21,2017-02-13,875,9,10,87,2,0.932,0.398,9,0.603,10,2150,3,true,0.638,1,0.579,Dismissed,Dismissed on Merit,clean,false
LC010106,Telangana,Hyderabad,District Court,criminal,Cheating,2014-06-13,2014-08-21,2015-12-13,2015-12-27,562,8,9,62,5,0.663,0.461,10,0.55,7,3950,2,false,0.119,4,0.136,Dismissed,Summary Judgment,noisy,false
LC010107,Himachal Pradesh,Hamirpur,Civil Court,civil,Matrimonial,2014-04-13,2014-06-13,2015-09-17,2015-09-30,535,8,10,53,5,0.708,0.544,11,0.64,26,2605,4,false,0.295,8,0.288,Plaintiff Won,Trial,clean,false
LC010108,West Bengal,Malda,Labour Court,criminal,Assault,2016-08-02,2016-08-29,2017-03-30,2017-04-29,270,6,12,22,3,0.397,0.62,21,0.475,36,1937,2,false,0.522,1,0.374,Settled,Lok Adalat,clean,false
LC010109,Tamil Nadu,Thanjavur,Consumer Forum,criminal,Robbery,2017-06-30,2017-07-31,2018-01-20,2018-01-30,214,9,16,15,6,0.655,0.293,14,0.32,2,2828,5,false,0.181,1,0.186,Withdrawn,Settlement,clean,false
LC010110,Uttar Pradesh,Noida,Family Court,civil,Consumer Complaint,2010-02-26,2010-04-03,2011-11-15,2011-12-02,644,5,7,92,5,0.489,0.436,17,0.752,20,913,4,true,0.273,1,0.084,Defendant Won,Trial,clean,false
LC010111,Nagaland,Dimapur,High Court,civil,Mortgage,2016-10-30,2016-11-26,2017-07-26,2017-09-01,306,4,7,43,7,0.602,0.647,20,0.642,13,2166,4,false,0.205,3,0.188,Plaintiff Won,Summary Judgment,clean,false
LC010112,Chandigarh,Chandigarh,Labour Court,criminal,Murder,2020-05-18,2020-06-04,2021-03-16,2021-05-02,349,5,10,34,2,0.168,0.392,15,0.565,23,1768,5,true,0.307,4,0.29,Partially Allowed,Default Judgment,clean,false
LC010113,Jammu and Kashmir,Anantnag,Consumer Forum,civil,Matrimonial,2020-02-23,2020-04-15,2020-06-16,2020-07-03,131,2,8,16,2,0.154,0.66,25,0.596,5,2390,4,false,0.138,10,0.243,Withdrawn,Settlement,clean,false
LC010114,Maharashtra,Amravati,High Court,civil,Partition,2018-10-16,2019-01-06,2019-08-03,2019-08-25,313,12,14,22,5,0.436,0.666,25,0.673,26,3058,3,false,0.533,5,0.343,Settled,Settlement,clean,false
LC010115,Maharashtra,Mumbai City,District Court,criminal,Cybercrime,2015-06-24,2015-08-06,2016-04-29,2016-05-04,315,8,9,35,2,0.347,0.528,8,0.588,9,1946,3,false,0.304,4,0.114,Plaintiff Won,Summary Judgment,clean,false
LC010116,Gujarat,Ahmedabad,District Court,criminal,Cheating,2020-08-04,2020-10-22,2020-11-11,2020-12-04,122,6,7,17,6,0.199,0.455,17,0.429,16,1511,2,false,0.516,12,0.426,Settled,Lok Adalat,clean,false
LC010117,Maharashtra,Pune,Magistrate Court,criminal,Theft,2015-07-22,2015-10-11,2017-08-17,2017-09-08,779,4,7,111,7,0.651,0.28,6,0.511,28,1867,5,true,0.308,41,0.296,Dismissed,Trial,clean,false
LC010118,West Bengal,Burdwan,District Court,criminal,Assault,2021-07-14,2021-08-04,2021-08-13,2021-10-11,89,0,2,44,8,0.244,0.455,10,0.605,13,670,3,false,0.051,21,0.342,Settled,Settlement,clean,false
LC010119,Meghalaya,West Khasi Hills,Consumer Forum,criminal,Robbery,2012-07-26,2012-08-29,2013-06-03,2013-07-25,364,9,12,30,7,0.397,0.643,25,0.603,11,2129,2,true,0.523,10,0.407,Dismissed,Summary Judgment,clean,false
LC010120,Haryana,Faridabad,District Court,criminal,Robbery,2014-04-27,2014-07-18,2014-12-13,2015-01-06,254,4,8,31,6,0.323,0.581,11,0.659,7,2189,2,false,0.07,5,0.216,Settled,Lok Adalat,clean,false
LC010121,Rajasthan,Bikaner,Labour Court,criminal,Cybercrime,2021-06-19,2021-09-16,2022-09-15,2022-10-14,482,5,10,48,6,0.392,0.173,9,0.296,8,3987,2,true,0.166,0,0.179,Defendant Won,Summary Judgment,clean,false
LC010122,Chhattisgarh,Raigarh,District Court,civil,Easement,2015-04-10,2015-04-27,2016-07-19,2016-07-28,475,3,6,79,4,0.425,0.718,8,0.256,14,1873,3,true,0.275,4,0.418,Partially Allowed,Trial,clean,false
LC010123,Uttar Pradesh,Prayagraj,Civil Court,civil,Contract Breach,2022-12-04,2023-01-25,2023-09-11,2023-09-14,284,9,17,16,6,0.375,0.417,3,0.311,24,3439,2,false,0.664,27,0.416,Settled,Lok Adalat,clean,false
LC010124,Rajasthan,Kota,Sessions Court,civil,Property Dispute,2022-12-05,2023-01-07,2023-08-07,2023-09-29,298,1,5,59,8,0.272,0.439,20,0.581,13,1061,3,false,0.125,8,0.235,Partially Allowed,Trial,clean,false
LC010125,Tripura,West Tripura,District Court,civil,Matrimonial,2013-08-22,2013-11-11,2014-09-13,2014-09-18,392,9,12,32,3,0.43,0.471,14,0.49,16,3565,2,false,0.329,4,0.275,Dismissed,Dismissed on Merit,clean,false
LC010126,Kerala,Thrissur,District Court,criminal,Cybercrime,2010-05-27,2010-08-01,2011-05-06,2011-05-18,356,6,11,32,4,0.934,0.394,18,0.525,15,3363,3,true,0.117,14,0.315,Settled,Lok Adalat,noisy,false
LC010127,Gujarat,Bhavnagar,Labour Court,civil,Contract Breach,2016-10-11,2016-12-15,2017-09-03,2017-10-07,361,9,17,21,4,0.916,0.777,12,0.536,26,4297,2,true,0.603,13,0.431,Settled,Settlement,clean,false
LC010128,Odisha,Sambalpur,Labour Court,criminal,Theft,2015-12-03,2015-12-20,2016-03-26,2016-05-23,172,6,12,15,3,0.504,0.596,15,0.362,22,2230,2,false,0.59,0,0.338,Withdrawn,Settlement,clean,false
LC010129,Uttar Pradesh,Ghaziabad,Magistrate Court,criminal,Cheating,2014-07-11,2014-09-03,2015-09-24,2015-11-03,480,5,8,60,3,0.339,0.33,10,0.429,9,2477,5,true,0.183,8,0.274,Defendant Won,Dismissed on Merit,clean,false
LC010130,Uttar Pradesh,Ghaziabad,Civil Court,criminal,Fraud,2014-09-01,2014-11-23,2015-11-24,2016-01-06,492,6,14,35,7,0.351,0.33,16,0.555,13,2050,4,true,0.532,48,0.385,Defendant Won,Summary Judgment,clean,false
LC010131,Haryana,Panipat,High Court,criminal,Kidnapping,2012-08-29,2012-09-18,2013-03-02,2013-04-18,232,3,9,25,7,0.023,0.295,15,0.761,11,2143,4,false,0.146,5,0.155,Dismissed,Dismissed on Merit,clean,false
LC010132,Maharashtra,Aurangabad,Magistrate Court,criminal,Murder,2014-07-27,2014-09-19,2015-09-27,2015-11-09,470,5,13,36,2,0.308,0.382,14,0.717,15,1218,2,true,0.451,0,0.29,Plaintiff Won,Default Judgment,clean,false
LC010133,Maharashtra,Pune,Family Court,criminal,Theft,2015-09-24,2015-12-07,2016-09-03,2016-10-08,380,4,5,76,8,0.434,0.611,5,0.713,12,2184,4,true,0.077,7,0.284,Dismissed,Trial,noisy,false
LC010134,Bihar,Bhagalpur,Labour Court,criminal,Murder,2022-02-24,2022-05-21,2022-12-06,2023-01-20,330,6,13,25,6,0.529,0.47,7,0.589,17,4034,3,true,0.268,5,0.341,Plaintiff Won,Summary Judgment,clean,false
LC010135,Himachal Pradesh,Hamirpur,Labour Court,civil,Easement,2015-08-07,2015-09-12,2017-02-09,2017-02-14,557,12,15,37,7,0.832,0.612,18,0.697,16,3549,3,false,0.359,3,0.245,Settled,Mediation,clean,false
LC010136,Chhattisgarh,Raipur,High Court,civil,Mortgage,2016-03-27,2016-04-16,2017-07-12,2017-09-07,529,4,12,44,4,0.582,0.079,13,0.929,4,879,2,true,0.598,49,0.362,Plaintiff Won,Dismissed on Merit,clean,false
LC010137,Nagaland,Mokokchung,Magistrate Court,civil,Matrimonial,2021-05-01,2021-06-24,2023-08-07,2023-08-29,850,5,10,85,7,0.663,0.237,11,0.296,17,2117,3,true,0.408,60,0.282,Defendant Won,Trial,clean,false
LC010138,Arunachal Pradesh,East Siang,Sessions Court,civil,Matrimonial,2020-02-13,2020-04-18,2020-07-21,2020-08-16,185,7,14,15,3,0.32,0.464,11,0.592,17,2943,5,false,0.012,11,0.13,Withdrawn,Settlement,clean,false
LC010139,Maharashtra,Pune,Sessions Court,criminal,Fraud,2020-10-08,2020-11-07,2021-08-08,2021-09-24,351,7,10,35,7,0.489,0.239,4,0.575,2,1627,3,true,0.102,23,0.278,Plaintiff Won,Default Judgment,clean,false
LC010140,Jammu and Kashmir,Anantnag,High Court,civil,Property Dispute,2019-01-10,2019-03-11,2020-07-21,2020-09-09,608,9,12,50,8,0.73,0.144,18,0.385,30,2681,3,false,0.449,18,0.334,Partially Allowed,Default Judgment,clean,false
LC010141,Kerala,Thrissur,Civil Court,criminal,Dowry Harassment,2020-09-13,2020-12-07,2022-02-10,2022-03-14,547,12,15,36,3,0.765,0.077,9,0.631,15,1931,2,true,0.766,3,0.369,Appeal Pending,Default Judgment,clean,false
LC010142,Tamil Nadu,Tiruppur,Magistrate Court,civil,Contract Breach,2011-10-02,2011-12-22,2012-10-06,2012-10-23,387,12,20,19,3,0.464,0.509,12,0.547,15,2995,2,false,0.491,11,0.323,Plaintiff Won,Summary Judgment,clean,false
LC010143,Madhya Pradesh,Ujjain,Labour Court,criminal,Assault,2015-01-05,2015-01-24,2016-03-11,2016-04-08,459,5,9,51,5,0.532,0.594,17,0.593,2,1807,2,true,0.451,9,0.272,Dismissed,Default Judgment,clean,false
LC010144,Rajasthan,Ajmer,Sessions Court,civil,Mortgage,2016-06-14,2016-08-12,2018-04-02,2018-04-23,678,10,12,56,2,0.77,0.394,19,0.95,20,2359,5,true,0.752,2,0.488,Plaintiff Won,Trial,clean,false
LC010145,Uttar Pradesh,Noida,Labour Court,criminal,Assault,2011-07-20,2011-10-14,2012-06-08,2012-07-06,352,3,9,39,2,0.641,0.383,6,0.691,32,905,6,false,0.21,11,0.293,Dismissed,Trial,clean,false
LC010146,Rajasthan,Kota,Magistrate Court,civil,Easement,2011-12-18,2012-03-05,2013-02-18,2013-04-11,480,10,12,40,5,0.492,0.62,10,0.836,30,3239,5,true,0.46,6,0.318,Plaintiff Won,Summary Judgment,clean,false
LC010147,Madhya Pradesh,Gwalior,Consumer Forum,civil,Defamation,2019-03-14,2019-05-11,2020-10-13,2020-11-26,623,9,10,62,8,0.553,0.938,24,0.399,17,1319,2,true,0.722,15,0.411,Appeal Pending,Trial,clean,false
LC010148,Madhya Pradesh,Sagar,High Court,criminal,Robbery,2016-03-06,2016-04-24,2016-12-04,2016-12-22,291,7,11,26,4,0.457,0.361,12,0.589,7,1540,3,false,0.534,52,0.373,Plaintiff Won,Summary Judgment,clean,false
LC010149,Gujarat,Surat,Civil Court,civil,Injunction,2011-07-01,2011-07-27,2012-05-30,2012-07-11,376,5,12,31,3,0.553,0.312,15,0.586,16,1527,2,false,0.158,2,0.25,Dismissed,Summary Judgment,clean,false
LC010150,Haryana,Panipat,Consumer Forum,civil,Defamation,2013-08-15,2013-09-21,2014-01-10,2014-02-14,183,0,7,26,4,0.929,0.299,21,0.562,17,677,3,false,0.332,26,0.312,Withdrawn,Settlement,noisy,false
LC010151,Himachal Pradesh,Kangra,Sessions Court,civil,Contract Breach,2018-03-09,2018-04-21,2019-12-03,2019-12-06,637,6,7,91,4,0.565,0.062,26,0.51,11,2822,2,true,0.338,17,0.412,Dismissed,Trial,clean,false
LC010152,Uttar Pradesh,Lucknow,Magistrate Court,criminal,Robbery,2012-12-08,2013-01-08,2013-07-06,2013-08-10,245,4,7,35,5,0.278,0.633,4,0.428,22,2517,2,true,0.622,14,0.293,Withdrawn,Settlement,clean,false
LC010153,Uttar Pradesh,Aligarh,Civil Court,criminal,Dowry Harassment,2013-06-28,2013-08-21,2015-05-31,2015-07-26,758,11,13,58,7,0.468,0.405,4,0.493,17,3366,2,true,0.524,24,0.405,Dismissed,Dismissed on Merit,noisy,true
LC010154,West Bengal,South 24 Parganas,Magistrate Court,criminal,Murder,2017-03-12,2017-04-20,2018-06-27,2018-08-11,517,12,16,32,3,0.295,0.826,1,0.684,20,1432,3,true,0.908,15,0.613,Plaintiff Won,Default Judgment,clean,false
LC010155,Haryana,Sonipat,High Court,civil,Contract Breach,2016-06-14,2016-08-15,2017-01-10,2017-02-17,248,8,11,22,3,0.337,0.18,9,0.636,13,4652,3,false,0.191,15,0.062,Settled,Lok Adalat,clean,false
LC010156,Manipur,Bishnupur,Magistrate Court,criminal,Kidnapping,2010-05-02,2010-06-19,2012-07-25,2012-08-14,835,6,11,75,4,0.36,0.455,8,0.315,2,2603,5,true,0.76,47,0.352,Defendant Won,Trial,clean,false
LC010157,West Bengal,North 24 Parganas,District Court,criminal,Theft,2021-12-21,2022-03-01,2022-08-13,2022-10-09,292,2,5,58,6,0.318,0.536,12,0.547,37,2114,4,false,0.496,6,0.367,Plaintiff Won,Summary Judgment,clean,false
LC010158,Puducherry,Yanam,Family Court,civil,Property Dispute,2014-05-20,2014-06-29,2015-02-03,2015-03-17,301,8,11,27,7,0.121,0.493,13,0.52,15,1530,3,false,0.39,101,0.377,Defendant Won,Dismissed on Merit,clean,false
LC010159,Uttar Pradesh,Meerut,Labour Court,civil,Injunction,2016-01-19,2016-02-11,2016-12-12,2017-01-15,362,7,9,40,5,0.712,0.28,8,0.264,18,2317,2,true,0.403,39,0.454,Withdrawn,Settlement,clean,false
LC010160,Nagaland,Wokha,Family Court,criminal,Cheating,2022-06-30,2022-08-11,2024-04-29,2024-05-20,690,5,11,62,5,0.284,0.151,22,0.524,2,4035,4,true,0.127,7,0.298,Plaintiff Won,Dismissed on Merit,noisy,false
LC010161,Karnataka,Shivamogga,Family Court,criminal,Robbery,2016-05-01,2016-06-27,2017-01-25,2017-03-12,315,4,9,35,7,0.166,0.739,1,0.875,13,2665,2,true,0.192,14,0.435,Defendant Won,Default Judgment,clean,false
LC010162,Andhra Pradesh,West Godavari,Family Court,civil,Easement,2020-07-21,2020-08-09,2021-09-07,2021-09-20,426,6,9,47,5,0.066,0.51,28,0.398,14,3149,2,false,0.272,1,0.099,Plaintiff Won,Trial,clean,false
LC010163,Tamil Nadu,Chennai,Magistrate Court,civil,Mortgage,2010-05-05,2010-06-25,2012-03-13,2012-03-23,688,10,18,38,6,0.697,0.179,10,0.659,23,1817,2,true,0.656,47,0.273,Plaintiff Won,Trial,clean,false
LC010164,Maharashtra,Solapur,Civil Court,criminal,Theft,2022-03-07,2022-04-22,2023-05-03,2023-06-28,478,8,16,29,2,0.67,0.338,10,0.756,25,1583,4,false,0.522,25,0.469,Dismissed,Summary Judgment,clean,false
LC010165,Gujarat,Jamnagar,Labour Court,civil,Mortgage,2017-05-14,2017-06-02,2017-11-23,2017-12-22,222,9,10,22,8,0.453,0.199,23,0.753,2,1981,3,true,0.66,21,0.296,Withdrawn,Settlement,clean,false
LC010166,Goa,North Goa,Consumer Forum,criminal,Cybercrime,2017-10-13,2017-11-17,2018-08-09,2018-09-26,348,2,5,69,2,0.149,0.356,9,0.347,24,2246,2,true,0.357,25,0.403,Plaintiff Won,Dismissed on Merit,clean,false
LC010167,Himachal Pradesh,Mandi,High Court,civil,Mortgage,2021-10-07,2022-01-04,2023-02-11,2023-03-21,530,8,13,40,3,0.871,0.389,15,0.368,23,2489,2,false,0.595,8,0.304,Plaintiff Won,Dismissed on Merit,clean,false
LC010168,Maharashtra,Amravati,Magistrate Court,civil,Consumer Complaint,2016-09-19,2016-11-21,2018-03-24,2018-05-19,607,11,15,40,2,0.498,0.19,30,0.52,11,3592,2,false,0.854,4,0.571,Partially Allowed,Default Judgment,clean,false
LC010169,Odisha,Khordha,Labour Court,civil,Property Dispute,2013-02-28,2013-05-14,2013-11-28,2014-01-08,314,9,17,18,3,0.226,0.433,12,0.794,30,1942,2,false,0.536,0,0.308,Defendant Won,Trial,noisy,false
LC010170,Tamil Nadu,Madurai,Civil Court,civil,Succession,2019-01-24,2019-04-10,2020-01-22,2020-02-09,381,8,14,27,6,0.276,0.379,2,0.552,5,1827,3,false,0.663,15,0.44,Dismissed,Dismissed on Merit,clean,false
LC010171,Gujarat,Bhavnagar,Consumer Forum,civil,Partition,2016-09-04,2016-10-20,2017-06-03,2017-08-01,331,7,15,22,5,0.445,0.346,5,0.406,18,1887,2,false,0.391,31,0.359,Plaintiff Won,Dismissed on Merit,clean,false
LC010172,Andhra Pradesh,Srikakulam,Consumer Forum,criminal,Theft,2018-05-07,2018-08-02,2019-01-03,2019-01-21,259,5,8,32,5,0.145,0.523,10,0.509,14,1677,5,false,0.461,4,0.436,Dismissed,Summary Judgment,clean,false
LC010173,Maharashtra,Pune,Sessions Court,criminal,Cybercrime,2015-08-29,2015-10-12,2016-12-03,2017-01-04,494,3,6,82,3,0.416,0.458,21,0.731,34,2715,2,false,0.09,38,0.201,Plaintiff Won,Trial,clean,false
LC010174,Tamil Nadu,Madurai,High Court,criminal,Murder,2011-09-19,2011-12-12,2013-04-13,2013-05-19,608,5,9,67,5,0.457,0.035,27,0.394,19,740,2,true,0.446,8,0.368,Dismissed,Trial,clean,false
LC010175,Gujarat,Vadodara,Family Court,civil,Property Dispute,2010-11-06,2010-12-17,2012-07-04,2012-08-05,638,5,10,63,8,0.535,0.229,3,0.626,12,1398,2,true,0.455,4,0.334,Defendant Won,Dismissed on Merit,clean,false
LC010176,Lakshadweep,Lakshadweep,District Court,civil,Succession,2018-03-28,2018-06-19,2020-12-05,2021-01-10,1019,9,10,101,7,0.98,0.295,16,0.654,4,2794,3,true,0.314,11,0.361,Defendant Won,Summary Judgment,clean,false
LC010177,Maharashtra,Nashik,District Court,criminal,Kidnapping,2018-12-13,2019-01-22,2019-08-22,2019-10-06,297,6,8,37,2,0.691,0.54,4,0.724,18,889,5,false,0.236,12,0.131,Defendant Won,Summary Judgment,clean,false
LC010178,Jammu and Kashmir,Anantnag,High Court,civil,Property Dispute,2016-12-08,2017-01-15,2018-09-17,2018-09-30,661,8,12,55,5,0.896,0.319,3,0.485,6,3442,3,false,0.06,7,0.229,Defendant Won,Dismissed on Merit,clean,false
