case_id,state,district,case_type,ipc_section,bailable,judge_seniority,pleading_complexity,pleading_sentiment,filing_date,disposal_date,judge_id,adjournment_count,backlog_size,outcome,duration_days
CAS-17223,Tamil Nadu,Tamil Nadu_District_2,Criminal,323,1,23,0.96,-0.77,2020-02-17,2026-08-02,JDG-31,8,2706,Dismissed,2358
CAS-17224,Delhi,Delhi_District_7,Civil,NA,0,10,0.65,0.57,2022-01-04,2028-02-19,JDG-28,5,1889,Dismissed,2237
CAS-17225,Karnataka,Karnataka_District_5,Commercial,NA,0,23,0.23,-0.3,2021-01-15,2026-05-20,JDG-20,6,2076,Allowed,1951
CAS-17226,Tamil Nadu,Tamil Nadu_District_7,Commercial,NA,0,17,0.87,-0.02,2021-04-17,2029-07-08,JDG-29,4,5807,Allowed,3004
CAS-17227,Uttar Pradesh,Uttar Pradesh_District_4,Civil,NA,0,15,0.4,-0.59,2023-01-16,2029-07-04,JDG-9,6,2795,Allowed,2361
CAS-17228,Maharashtra,Maharashtra_District_6,Commercial,NA,0,16,0.84,-0.44,2020-08-11,2030-08-10,JDG-36,15,5935,Settled,3651
CAS-17229,Maharashtra,Maharashtra_District_7,Civil,NA,0,19,0.12,-0.5,2022-09-21,2028-10-25,JDG-23,2,3006,Dismissed,2226
CAS-17230,Karnataka,Karnataka_District_1,Civil,NA,0,20,0.31,0.58,2019-02-08,2028-11-07,JDG-9,22,4726,Settled,3560
CAS-17231,Delhi,Delhi_District_1,Property,NA,0,18,0.42,-0.69,2023-01-23,2028-05-29,JDG-39,3,1483,Allowed,1953
CAS-17232,Tamil Nadu,Tamil Nadu_District_1,Family,NA,0,13,0.75,0.24,2019-07-20,2024-02-13,JDG-14,5,1576,Allowed,1669
CAS-17233,Uttar Pradesh,Uttar Pradesh_District_4,Civil,NA,0,7,0.3,-0.51,2022-04-19,2028-06-16,JDG-19,11,1380,Allowed,2250
CAS-17234,Tamil Nadu,Tamil Nadu_District_6,Property,NA,0,5,0.43,-0.52,2021-04-09,2028-10-25,JDG-48,19,1252,Allowed,2756
CAS-17235,Karnataka,Karnataka_District_6,Property,NA,0,7,0.56,0.43,2020-08-06,2029-11-01,JDG-17,19,3099,Settled,3374
CAS-17236,Karnataka,Karnataka_District_3,Commercial,NA,0,15,0.32,-0.02,2022-08-31,2028-01-07,JDG-31,13,1419,Allowed,1955
CAS-17237,Uttar Pradesh,Uttar Pradesh_District_6,Family,NA,0,24,0.65,0.24,2019-08-05,2025-01-06,JDG-8,10,2943,Settled,1981
CAS-17238,Uttar Pradesh,Uttar Pradesh_District_3,Property,NA,0,11,0.7,0.61,2019-01-13,2027-11-25,JDG-24,14,3400,Allowed,3238
CAS-17239,Maharashtra,Maharashtra_District_4,Criminal,302,1,22,0.68,-0.72,2019-03-28,2026-11-21,JDG-49,24,2125,Allowed,2795
CAS-17240,Maharashtra,Maharashtra_District_9,Criminal,420,0,6,0.54,-0.37,2020-02-22,2027-11-04,JDG-12,6,2024,Settled,2812
CAS-17241,Karnataka,Karnataka_District_3,Property,NA,0,3,0.25,0.66,2022-09-17,2031-04-07,JDG-20,20,1749,Settled,3124
CAS-17242,Maharashtra,Maharashtra_District_9,Criminal,376,1,22,0.64,-0.4,2021-09-14,2029-10-11,JDG-32,6,3912,Settled,2949
CAS-17243,Karnataka,Karnataka_District_7,Civil,NA,0,19,0.69,-0.74,2019-12-30,2025-07-25,JDG-19,11,1175,Allowed,2034
CAS-17244,Tamil Nadu,Tamil Nadu_District_7,Property,NA,0,22,0.84,0.22,2022-02-20,2032-01-09,JDG-28,18,4935,Settled,3610
CAS-17245,Delhi,Delhi_District_2,Civil,NA,0,10,0.24,-0.48,2019-05-03,2027-05-01,JDG-45,21,2460,Allowed,2920
CAS-17246,Karnataka,Karnataka_District_6,Civil,NA,0,6,0.79,-0.04,2020-04-09,2026-12-08,JDG-21,7,2014,Allowed,2434
CAS-17247,Delhi,Delhi_District_6,Property,NA,0,15,0.4,0.2,2021-05-23,2027-09-28,JDG-45,15,812,Allowed,2319
CAS-17248,Tamil Nadu,Tamil Nadu_District_4,Commercial,NA,0,8,0.42,-0.44,2019-03-28,2028-02-14,JDG-48,8,5930,Dismissed,3245
CAS-17249,Maharashtra,Maharashtra_District_9,Civil,NA,0,17,0.44,0.01,2021-03-11,2028-09-14,JDG-36,24,1848,Settled,2744
CAS-17250,Delhi,Delhi_District_2,Criminal,376,0,14,0.54,-0.69,2021-10-12,2030-05-11,JDG-22,19,2358,Dismissed,3133
CAS-17251,Karnataka,Karnataka_District_9,Commercial,NA,0,23,0.68,0.29,2022-03-22,2030-11-08,JDG-39,20,4431,Dismissed,3153
CAS-17252,Karnataka,Karnataka_District_5,Civil,NA,0,3,0.61,-0.27,2021-05-30,2027-08-09,JDG-46,5,1723,Settled,2262
CAS-17253,Uttar Pradesh,Uttar Pradesh_District_1,Criminal,376,0,24,0.83,-0.22,2019-05-11,2028-12-14,JDG-40,18,4225,Dismissed,3505
CAS-17254,Uttar Pradesh,Uttar Pradesh_District_9,Property,NA,0,9,0.85,-0.14,2021-07-03,2030-07-13,JDG-36,2,5063,Settled,3297
CAS-17255,Tamil Nadu,Tamil Nadu_District_1,Criminal,302,1,6,0.89,0.24,2022-11-15,2030-12-25,JDG-48,10,3295,Settled,2962
CAS-17256,Karnataka,Karnataka_District_9,Civil,NA,0,20,0.29,-0.06,2019-09-17,2028-12-01,JDG-16,10,5220,Settled,3363
CAS-17257,Tamil Nadu,Tamil Nadu_District_6,Civil,NA,0,7,0.73,-0.16,2019-05-05,2030-02-11,JDG-15,23,5235,Dismissed,3935
CAS-17258,Tamil Nadu,Tamil Nadu_District_7,Civil,NA,0,13,0.95,-0.17,2020-05-26,2029-02-15,JDG-29,10,3212,Allowed,3187
CAS-17259,Maharashtra,Maharashtra_District_8,Property,NA,0,10,0.11,-0.8,2022-03-02,2032-03-05,JDG-8,22,3768,Dismissed,3656
CAS-17260,Uttar Pradesh,Uttar Pradesh_District_1,Family,NA,0,16,0.35,0.16,2022-02-27,2030-07-01,JDG-44,24,4501,Dismissed,3046
CAS-17261,Delhi,Delhi_District_6,Property,NA,0,18,0.99,0.04,2021-12-22,2028-02-23,JDG-28,3,1298,Dismissed,2254
CAS-17262,Maharashtra,Maharashtra_District_1,Family,NA,0,19,0.23,0.32,2022-09-07,2028-11-08,JDG-9,10,3647,Dismissed,2254
CAS-17263,Karnataka,Karnataka_District_1,Property,NA,0,19,0.68,-0.75,2022-12-18,2031-01-11,JDG-14,18,2594,Dismissed,2946
CAS-17264,Uttar Pradesh,Uttar Pradesh_District_1,Criminal,498A,0,13,0.87,0.14,2022-04-08,2031-12-08,JDG-34,8,4430,Allowed,3531
CAS-17265,Delhi,Delhi_District_2,Civil,NA,0,23,0.28,-0.25,2022-12-03,2028-10-14,JDG-26,10,1858,Dismissed,2142
CAS-17266,Uttar Pradesh,Uttar Pradesh_District_6,Commercial,NA,0,19,0.23,-0.38,2022-05-22,2026-04-04,JDG-43,4,999,Allowed,1413
CAS-17267,Tamil Nadu,Tamil Nadu_District_2,Commercial,NA,0,7,0.78,-0.11,2021-10-18,2029-11-17,JDG-37,2,4767,Settled,2952
CAS-17268,Delhi,Delhi_District_4,Property,NA,0,19,0.27,-0.62,2020-08-13,2025-05-01,JDG-27,2,715,Settled,1722
CAS-17269,Karnataka,Karnataka_District_8,Commercial,NA,0,8,0.34,-0.03,2020-04-11,2029-06-11,JDG-21,4,5889,Settled,3348
CAS-17270,Maharashtra,Maharashtra_District_5,Commercial,NA,0,18,0.72,0.46,2020-12-01,2025-08-28,JDG-26,11,721,Allowed,1731
CAS-17271,Uttar Pradesh,Uttar Pradesh_District_7,Property,NA,0,13,0.32,-0.65,2022-07-24,2032-08-16,JDG-47,24,4448,Settled,3676
CAS-17272,Maharashtra,Maharashtra_District_3,Property,NA,0,12,0.53,-0.59,2020-07-21,2031-09-24,JDG-28,19,5964,Settled,4082
CAS-17273,Karnataka,Karnataka_District_6,Commercial,NA,0,24,0.28,-0.18,2022-11-02,2030-08-17,JDG-19,10,5742,Dismissed,2845
CAS-17274,Tamil Nadu,Tamil Nadu_District_3,Civil,NA,0,24,0.61,0.18,2022-06-03,2026-09-23,JDG-40,4,888,Dismissed,1573
CAS-17275,Maharashtra,Maharashtra_District_9,Commercial,NA,0,16,0.35,-0.8,2020-06-28,2028-07-11,JDG-6,24,2814,Settled,2935
CAS-17276,Delhi,Delhi_District_4,Criminal,323,0,12,0.51,0.07,2020-01-09,2027-11-15,JDG-40,19,644,Settled,2867
CAS-17277,Uttar Pradesh,Uttar Pradesh_District_6,Property,NA,0,3,0.15,-0.38,2021-04-14,2026-11-02,JDG-49,4,689,Dismissed,2028
CAS-17278,Tamil Nadu,Tamil Nadu_District_1,Civil,NA,0,19,0.21,-0.3,2019-07-12,2029-07-23,JDG-15,24,4801,Allowed,3664
CAS-17279,Tamil Nadu,Tamil Nadu_District_9,Criminal,420,0,3,0.32,-0.06,2020-12-11,2032-07-19,JDG-1,21,5983,Dismissed,4238
CAS-17280,Uttar Pradesh,Uttar Pradesh_District_6,Criminal,302,0,10,0.6,-0.15,2019-01-31,2029-11-15,JDG-2,20,4673,Dismissed,3941
CAS-17281,Uttar Pradesh,Uttar Pradesh_District_2,Criminal,376,1,13,0.85,-0.7,2022-03-14,2031-11-07,JDG-15,16,3771,Allowed,3525
CAS-17282,Uttar Pradesh,Uttar Pradesh_District_2,Family,NA,0,4,0.43,0.54,2020-03-31,2025-01-28,JDG-37,13,848,Dismissed,1764
CAS-17283,Maharashtra,Maharashtra_District_2,Property,NA,0,18,0.4,0.58,2021-11-02,2029-10-15,JDG-21,4,4965,Settled,2904
CAS-17284,Maharashtra,Maharashtra_District_1,Commercial,NA,0,15,0.52,0.58,2020-07-08,2026-10-11,JDG-38,5,3097,Dismissed,2286
CAS-17285,Uttar Pradesh,Uttar Pradesh_District_7,Criminal,420,0,11,0.77,0.18,2019-03-07,2027-01-03,JDG-21,8,2274,Allowed,2859
CAS-17286,Karnataka,Karnataka_District_8,Criminal,376,1,17,0.55,-0.57,2019-06-30,2027-03-04,JDG-17,16,2557,Allowed,2804
CAS-17287,Maharashtra,Maharashtra_District_6,Property,NA,0,8,0.26,0.26,2022-06-20,2029-01-09,JDG-26,10,1181,Dismissed,2395
CAS-17288,Karnataka,Karnataka_District_3,Commercial,NA,0,14,0.43,-0.28,2021-11-24,2028-09-28,JDG-14,21,1597,Settled,2500
CAS-17289,Karnataka,Karnataka_District_1,Civil,NA,0,3,0.87,0.73,2022-06-25,2031-09-18,JDG-1,21,2760,Settled,3372
CAS-17290,Maharashtra,Maharashtra_District_2,Criminal,302,0,12,0.9,-0.27,2020-11-25,2030-12-26,JDG-30,16,4019,Allowed,3683
CAS-17291,Tamil Nadu,Tamil Nadu_District_7,Criminal,420,0,23,0.23,0.64,2020-12-28,2025-08-30,JDG-34,7,782,Dismissed,1706
CAS-17292,Tamil Nadu,Tamil Nadu_District_7,Property,NA,0,22,0.34,0.42,2021-07-13,2030-08-07,JDG-12,6,5627,Allowed,3312
CAS-17293,Uttar Pradesh,Uttar Pradesh_District_7,Civil,NA,0,6,0.81,0.76,2020-10-15,2031-01-15,JDG-43,16,4776,Allowed,3744
CAS-17294,Uttar Pradesh,Uttar Pradesh_District_3,Criminal,323,1,7,0.97,-0.05,2019-03-03,2029-07-02,JDG-41,21,4651,Settled,3774
CAS-17295,Delhi,Delhi_District_9,Property,NA,0,7,0.34,-0.15,2023-02-02,2033-07-12,JDG-41,24,4361,Allowed,3813
CAS-17296,Uttar Pradesh,Uttar Pradesh_District_6,Criminal,302,0,19,0.18,-0.0,2019-12-02,2028-08-20,JDG-21,15,3826,Allowed,3184
CAS-17297,Uttar Pradesh,Uttar Pradesh_District_6,Civil,NA,0,24,0.88,0.08,2022-08-08,2030-10-06,JDG-47,15,3027,Settled,2981
CAS-17298,Delhi,Delhi_District_4,Civil,NA,0,12,0.27,0.27,2020-08-11,2027-11-04,JDG-47,13,2684,Dismissed,2641
CAS-17299,Delhi,Delhi_District_9,Commercial,NA,0,16,0.28,-0.42,2020-10-28,2027-08-08,JDG-29,21,1587,Allowed,2475
CAS-17300,Uttar Pradesh,Uttar Pradesh_District_2,Family,NA,0,12,0.83,0.2,2022-10-29,2029-01-11,JDG-43,8,2916,Allowed,2266
CAS-17301,Delhi,Delhi_District_1,Commercial,NA,0,17,0.98,0.28,2019-12-11,2025-09-15,JDG-13,12,1470,Allowed,2105
CAS-17302,Maharashtra,Maharashtra_District_3,Property,NA,0,2,0.32,0.32,2019-02-08,2026-12-09,JDG-49,24,1109,Allowed,2861
CAS-17303,Delhi,Delhi_District_8,Civil,NA,0,21,0.4,-0.09,2019-05-22,2027-09-08,JDG-41,10,4910,Allowed,3031
CAS-17304,Uttar Pradesh,Uttar Pradesh_District_4,Criminal,420,0,19,0.39,0.52,2020-01-31,2025-10-16,JDG-29,13,585,Settled,2085
CAS-17305,Karnataka,Karnataka_District_5,Family,NA,0,6,0.38,-0.55,2019-03-04,2027-04-29,JDG-23,16,3992,Dismissed,2978
CAS-17306,Maharashtra,Maharashtra_District_6,Property,NA,0,5,0.62,0.38,2021-03-13,2032-10-25,JDG-31,23,4964,Dismissed,4244
CAS-17307,Delhi,Delhi_District_7,Criminal,498A,0,3,0.63,0.3,2021-08-24,2030-01-19,JDG-3,5,3469,Allowed,3070
CAS-17308,Maharashtra,Maharashtra_District_2,Family,NA,0,20,0.21,0.75,2022-08-10,2027-11-04,JDG-8,14,1986,Settled,1912
CAS-17309,Karnataka,Karnataka_District_3,Civil,NA,0,18,0.63,0.34,2022-06-01,2029-01-11,JDG-6,2,3155,Settled,2416
CAS-17310,Maharashtra,Maharashtra_District_5,Commercial,NA,0,6,0.47,0.34,2022-10-24,2030-03-17,JDG-33,20,2533,Settled,2701
CAS-17311,Tamil Nadu,Tamil Nadu_District_1,Family,NA,0,23,0.25,0.47,2023-01-05,2028-11-13,JDG-41,6,3911,Dismissed,2139
CAS-17312,Tamil Nadu,Tamil Nadu_District_6,Criminal,498A,1,21,0.2,-0.61,2021-04-05,2025-12-31,JDG-31,7,1051,Dismissed,1731
CAS-17313,Maharashtra,Maharashtra_District_6,Property,NA,0,13,0.59,-0.67,2022-05-10,2032-06-05,JDG-40,18,4461,Dismissed,3679
CAS-17314,Uttar Pradesh,Uttar Pradesh_District_5,Commercial,NA,0,12,0.69,-0.53,2022-04-09,2027-08-26,JDG-3,4,1952,Allowed,1965
CAS-17315,Maharashtra,Maharashtra_District_7,Criminal,420,1,7,0.81,0.02,2019-05-10,2030-03-08,JDG-1,14,5910,Settled,3955
CAS-17316,Tamil Nadu,Tamil Nadu_District_5,Civil,NA,0,15,0.87,0.21,2019-04-05,2029-03-06,JDG-33,21,4878,Settled,3623
CAS-17317,Karnataka,Karnataka_District_6,Criminal,323,0,22,0.82,-0.06,2020-04-03,2029-11-26,JDG-13,6,5221,Dismissed,3524
CAS-17318,Karnataka,Karnataka_District_5,Commercial,NA,0,15,0.55,-0.33,2021-09-03,2029-03-22,JDG-38,15,3310,Allowed,2757
CAS-17319,Tamil Nadu,Tamil Nadu_District_9,Property,NA,0,19,0.61,-0.61,2022-05-31,2031-09-10,JDG-20,21,4051,Dismissed,3389
CAS-17320,Maharashtra,Maharashtra_District_3,Family,NA,0,9,0.98,-0.08,2022-03-27,2029-12-19,JDG-38,23,2036,Dismissed,2824
CAS-17321,Karnataka,Karnataka_District_9,Property,NA,0,8,0.84,0.51,2022-03-29,2029-10-30,JDG-2,7,2570,Dismissed,2772
CAS-17322,Delhi,Delhi_District_4,Property,NA,0,16,0.43,0.62,2019-11-12,2025-12-14,JDG-35,3,2449,Settled,2224
CAS-17323,Karnataka,Karnataka_District_9,Family,NA,0,17,0.29,0.62,2020-08-16,2025-10-19,JDG-37,16,1707,Settled,1890
CAS-17324,Maharashtra,Maharashtra_District_3,Civil,NA,0,23,0.33,-0.59,2022-02-07,2030-08-14,JDG-29,5,5846,Allowed,3110
CAS-17325,Uttar Pradesh,Uttar Pradesh_District_8,Criminal,498A,1,8,0.53,-0.06,2019-08-23,2024-10-05,JDG-9,3,879,Dismissed,1870
CAS-17326,Tamil Nadu,Tamil Nadu_District_3,Criminal,302,1,19,0.48,0.09,2021-08-28,2029-04-22,JDG-22,8,3448,Settled,2794
CAS-17327,Delhi,Delhi_District_9,Civil,NA,0,19,0.67,0.53,2021-05-22,2028-07-15,JDG-20,11,2598,Allowed,2611
CAS-17328,Tamil Nadu,Tamil Nadu_District_8,Family,NA,0,11,0.86,-0.22,2022-03-12,2030-03-13,JDG-36,20,3669,Settled,2923
CAS-17329,Tamil Nadu,Tamil Nadu_District_3,Commercial,NA,0,14,0.76,-0.56,2020-09-18,2029-06-16,JDG-43,5,5603,Settled,3193
CAS-17330,Tamil Nadu,Tamil Nadu_District_8,Commercial,NA,0,21,0.83,-0.57,2021-01-28,2026-06-20,JDG-30,13,1702,Dismissed,1969
CAS-17331,Uttar Pradesh,Uttar Pradesh_District_4,Property,NA,0,11,0.45,-0.62,2019-02-13,2024-11-24,JDG-39,8,661,Dismissed,2111
CAS-17332,Tamil Nadu,Tamil Nadu_District_4,Commercial,NA,0,21,0.23,0.44,2019-11-17,2023-11-20,JDG-21,3,1322,Dismissed,1464
CAS-17333,Delhi,Delhi_District_2,Property,NA,0,14,0.79,-0.19,2021-04-05,2032-05-10,JDG-19,19,5725,Allowed,4053
CAS-17334,Uttar Pradesh,Uttar Pradesh_District_9,Commercial,NA,0,10,0.31,0.44,2019-10-16,2029-07-01,JDG-19,19,5573,Allowed,3546
CAS-17335,Maharashtra,Maharashtra_District_3,Commercial,NA,0,22,0.4,0.54,2021-10-18,2032-03-28,JDG-24,22,5892,Settled,3814
CAS-17336,Maharashtra,Maharashtra_District_2,Family,NA,0,17,0.27,-0.14,2021-07-11,2026-08-23,JDG-38,10,2095,Settled,1869
CAS-17337,Uttar Pradesh,Uttar Pradesh_District_3,Civil,NA,0,15,0.88,0.18,2021-12-04,2030-06-12,JDG-10,10,3500,Settled,3112
CAS-17338,Tamil Nadu,Tamil Nadu_District_6,Property,NA,0,20,0.26,0.7,2021-05-07,2031-11-21,JDG-14,24,5458,Allowed,3850
CAS-17339,Maharashtra,Maharashtra_District_8,Family,NA,0,5,0.65,-0.09,2019-10-21,2026-01-12,JDG-29,3,2859,Settled,2275
CAS-17340,Delhi,Delhi_District_6,Criminal,498A,1,24,0.11,-0.29,2021-03-26,2027-12-28,JDG-20,14,2010,Dismissed,2468
CAS-17341,Uttar Pradesh,Uttar Pradesh_District_2,Commercial,NA,0,8,0.53,-0.37,2020-02-14,2026-07-14,JDG-10,9,1837,Settled,2342
CAS-17342,Karnataka,Karnataka_District_8,Criminal,302,0,24,0.52,0.42,2020-12-14,2027-11-10,JDG-24,8,2928,Allowed,2522
CAS-17343,Uttar Pradesh,Uttar Pradesh_District_9,Civil,NA,0,20,0.39,0.04,2021-10-08,2027-08-04,JDG-19,3,2255,Dismissed,2126
CAS-17344,Tamil Nadu,Tamil Nadu_District_6,Civil,NA,0,6,0.97,-0.51,2023-01-09,2032-11-26,JDG-44,17,4023,Settled,3609
CAS-17345,Karnataka,Karnataka_District_3,Commercial,NA,0,12,0.47,0.75,2020-04-30,2029-11-02,JDG-26,13,5851,Dismissed,3473
CAS-17346,Karnataka,Karnataka_District_1,Commercial,NA,0,23,0.23,-0.72,2020-07-21,2027-08-24,JDG-18,7,4836,Dismissed,2590
CAS-17347,Karnataka,Karnataka_District_5,Commercial,NA,0,4,0.77,0.53,2020-07-20,2028-10-17,JDG-11,8,3898,Dismissed,3011
CAS-17348,Maharashtra,Maharashtra_District_1,Criminal,376,0,21,0.2,0.66,2020-09-25,2027-07-16,JDG-29,18,1696,Settled,2485
CAS-17349,Maharashtra,Maharashtra_District_5,Commercial,NA,0,21,0.4,0.71,2021-01-30,2029-01-04,JDG-44,11,4430,Settled,2896
CAS-17350,Maharashtra,Maharashtra_District_9,Criminal,376,1,3,0.49,0.11,2022-07-22,2031-12-02,JDG-22,23,2890,Dismissed,3420
CAS-17351,Maharashtra,Maharashtra_District_2,Family,NA,0,5,0.89,-0.37,2021-09-06,2026-09-09,JDG-2,6,886,Settled,1829
CAS-17352,Maharashtra,Maharashtra_District_4,Family,NA,0,11,0.61,0.55,2021-11-15,2030-09-17,JDG-46,10,5809,Dismissed,3228
CAS-17353,Maharashtra,Maharashtra_District_5,Criminal,376,0,7,0.98,-0.71,2022-04-01,2033-10-18,JDG-16,16,5492,Dismissed,4218
CAS-17354,Uttar Pradesh,Uttar Pradesh_District_6,Commercial,NA,0,9,0.94,-0.79,2020-07-26,2027-06-23,JDG-15,5,4018,Settled,2523
CAS-17355,Tamil Nadu,Tamil Nadu_District_8,Commercial,NA,0,14,0.69,-0.47,2021-08-06,2029-02-06,JDG-36,20,2511,Settled,2741
CAS-17356,Karnataka,Karnataka_District_3,Property,NA,0,14,0.14,0.6,2019-10-16,2024-05-20,JDG-31,6,677,Dismissed,1678
CAS-17357,Delhi,Delhi_District_3,Commercial,NA,0,24,0.95,0.26,2021-08-10,2029-03-28,JDG-23,3,5415,Dismissed,2787
CAS-17358,Karnataka,Karnataka_District_4,Family,NA,0,14,0.12,-0.78,2021-08-02,2028-08-08,JDG-40,23,3739,Settled,2563
CAS-17359,Karnataka,Karnataka_District_7,Property,NA,0,19,0.45,0.69,2019-12-01,2025-02-18,JDG-49,5,1139,Settled,1906
CAS-17360,Karnataka,Karnataka_District_4,Family,NA,0,8,0.39,-0.42,2021-03-12,2029-01-17,JDG-9,15,4532,Dismissed,2868
CAS-17361,Tamil Nadu,Tamil Nadu_District_6,Property,NA,0,23,0.46,-0.06,2022-09-02,2032-09-19,JDG-20,23,4185,Settled,3670
CAS-17362,Tamil Nadu,Tamil Nadu_District_9,Criminal,323,0,16,0.28,-0.35,2021-07-03,2031-05-28,JDG-47,16,4203,Settled,3616
CAS-17363,Delhi,Delhi_District_3,Civil,NA,0,13,0.17,0.33,2020-10-21,2028-04-17,JDG-25,12,3202,Allowed,2735
CAS-17364,Delhi,Delhi_District_2,Property,NA,0,16,0.94,-0.56,2019-06-30,2027-01-22,JDG-37,13,2068,Allowed,2763
CAS-17365,Uttar Pradesh,Uttar Pradesh_District_4,Criminal,376,0,4,0.92,-0.68,2020-08-04,2028-05-12,JDG-40,13,941,Settled,2838
CAS-17366,Maharashtra,Maharashtra_District_5,Civil,NA,0,20,0.91,0.77,2021-11-03,2031-09-24,JDG-46,15,5530,Settled,3612
CAS-17367,Delhi,Delhi_District_3,Criminal,302,1,15,0.59,0.59,2021-05-19,2029-06-04,JDG-39,7,3865,Settled,2938
CAS-17368,Maharashtra,Maharashtra_District_9,Property,NA,0,12,0.99,-0.24,2019-10-22,2030-07-24,JDG-11,15,5336,Settled,3928
CAS-17369,Delhi,Delhi_District_2,Family,NA,0,10,0.93,0.21,2019-01-21,2024-06-28,JDG-16,9,1187,Settled,1985
CAS-17370,Delhi,Delhi_District_9,Commercial,NA,0,8,0.67,0.09,2021-01-08,2027-01-05,JDG-7,10,1111,Settled,2188
CAS-17371,Uttar Pradesh,Uttar Pradesh_District_5,Commercial,NA,0,23,0.45,0.74,2022-03-20,2029-12-22,JDG-37,5,5802,Allowed,2834
CAS-17372,Delhi,Delhi_District_4,Family,NA,0,6,0.58,0.77,2020-09-18,2026-09-18,JDG-31,15,863,Allowed,2191
CAS-17373,Maharashtra,Maharashtra_District_9,Civil,NA,0,10,0.48,-0.76,2020-01-20,2031-02-13,JDG-15,24,4722,Settled,4042
CAS-17374,Karnataka,Karnataka_District_2,Criminal,376,1,10,0.71,-0.59,2023-01-18,2029-06-21,JDG-45,2,2005,Settled,2346
CAS-17375,Delhi,Delhi_District_3,Property,NA,0,7,0.33,0.41,2022-08-08,2029-04-07,JDG-28,4,1831,Dismissed,2434
CAS-17376,Uttar Pradesh,Uttar Pradesh_District_3,Civil,NA,0,10,0.64,0.17,2019-12-20,2028-10-22,JDG-15,4,4895,Dismissed,3229
CAS-17377,Tamil Nadu,Tamil Nadu_District_4,Family,NA,0,7,0.94,0.27,2019-06-23,2025-04-23,JDG-18,4,2899,Settled,2131
CAS-17378,Maharashtra,Maharashtra_District_5,Property,NA,0,3,0.52,-0.78,2021-03-28,2029-08-05,JDG-22,21,1623,Allowed,3052
CAS-17379,Uttar Pradesh,Uttar Pradesh_District_7,Criminal,420,0,2,0.25,0.65,2022-09-28,2029-06-12,JDG-33,9,501,Allowed,2449
CAS-17380,Karnataka,Karnataka_District_7,Commercial,NA,0,13,0.77,0.62,2019-04-08,2027-12-08,JDG-44,18,4192,Settled,3166
CAS-17381,Karnataka,Karnataka_District_7,Commercial,NA,0,16,0.8,0.12,2020-08-17,2027-07-23,JDG-23,9,2733,Dismissed,2531
CAS-17382,Karnataka,Karnataka_District_2,Criminal,498A,1,17,0.4,0.01,2020-05-02,2029-08-23,JDG-34,14,4762,Dismissed,3400
CAS-17383,Karnataka,Karnataka_District_4,Commercial,NA,0,15,0.3,0.74,2021-06-22,2030-07-03,JDG-34,23,4399,Allowed,3298
CAS-17384,Tamil Nadu,Tamil Nadu_District_9,Family,NA,0,19,0.9,0.8,2019-05-03,2028-03-06,JDG-3,13,5945,Dismissed,3230
CAS-17385,Uttar Pradesh,Uttar Pradesh_District_3,Commercial,NA,0,18,0.35,0.55,2019-10-14,2026-05-31,JDG-46,15,2103,Dismissed,2421
CAS-17386,Tamil Nadu,Tamil Nadu_District_1,Family,NA,0,17,0.23,-0.31,2019-04-21,2025-11-16,JDG-9,19,3048,Settled,2401
CAS-17387,Delhi,Delhi_District_2,Property,NA,0,19,0.93,-0.39,2020-07-25,2028-10-20,JDG-25,9,3343,Allowed,3009
CAS-17388,Uttar Pradesh,Uttar Pradesh_District_6,Commercial,NA,0,24,0.36,0.54,2019-05-27,2025-12-06,JDG-11,20,2266,Dismissed,2385
CAS-17389,Karnataka,Karnataka_District_8,Family,NA,0,17,0.23,-0.62,2022-05-10,2026-01-24,JDG-19,9,512,Allowed,1355
CAS-17390,Maharashtra,Maharashtra_District_1,Property,NA,0,6,0.87,0.56,2019-11-27,2031-01-13,JDG-40,17,4972,Dismissed,4065
CAS-17391,Uttar Pradesh,Uttar Pradesh_District_1,Civil,NA,0,17,0.32,0.69,2019-10-20,2024-03-20,JDG-18,2,851,Dismissed,1613
CAS-17392,Delhi,Delhi_District_4,Property,NA,0,12,0.32,0.75,2019-02-04,2029-01-03,JDG-7,21,4264,Dismissed,3621
CAS-17393,Uttar Pradesh,Uttar Pradesh_District_4,Civil,NA,0,12,0.13,-0.56,2021-04-14,2029-05-18,JDG-2,12,3033,Settled,2956
CAS-17394,Delhi,Delhi_District_6,Property,NA,0,3,0.64,-0.79,2019-05-15,2027-04-04,JDG-36,23,1241,Settled,2881
CAS-17395,Tamil Nadu,Tamil Nadu_District_4,Property,NA,0,17,0.98,-0.71,2022-07-21,2031-12-09,JDG-8,15,3448,Settled,3428
CAS-17396,Tamil Nadu,Tamil Nadu_District_3,Criminal,498A,1,2,0.48,0.49,2022-05-07,2028-06-26,JDG-1,2,1353,Allowed,2242
CAS-17397,Delhi,Delhi_District_8,Family,NA,0,6,0.7,0.24,2020-04-08,2028-07-25,JDG-4,17,4019,Dismissed,3030
CAS-17398,Maharashtra,Maharashtra_District_3,Criminal,498A,1,9,0.98,0.18,2021-10-05,2028-09-09,JDG-46,3,1659,Allowed,2531
CAS-17399,Uttar Pradesh,Uttar Pradesh_District_2,Family,NA,0,3,0.38,-0.18,2021-08-06,2027-05-20,JDG-4,3,2478,Settled,2113
